包装很好，送了好多赠品
很满意，来的很快，昨天付的尾款，今天就到了，期待带来嫩嫩的皮肤体验，如果好的话以后就锁定了，但是赠品好袖珍，多了几个精华露，开心，没拍出产品的贵气，凑合参考吧😄哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
每次包装都很用心，喜欢，到货超快
包装很好，期待效果，不过真的好小只哦
刚收到，还没开始用，送了很多小赠品，好开心，期待效果
用着不错，和我从代购那买的感觉味道一样应该是正品
之前在专柜用过试用装，趁搞活动入一瓶
吸收很快，而且味道超好闻，很喜欢，3.8节送了好多东西，划算！
好小的一瓶，送的东西好少
包装吼吼看呀，试用了试用装，对于我的皮肤来说有点粘腻了，适合晚上用，好
在女王节前预售期间买的30ml，很划算，送了很多赠品。之前看小红书种草了这一款修复原蜜，据说很保湿，还没有试过，看起来还是很不错的。在官网买比平时去专柜买还要划算很多。3月7号零点付的尾款，当天就发货了，9号收到的货，物流选择顺丰速运很快捷，包装也很精美，是一次非常愉快的购物体验。
超级超级超级划算呢
超级喜欢
自从种草后，一直用娇兰，效果很好，顺带表白代言人杨洋
气味好闻，朋友推荐，先试一下，搞活动还有很多赠品体验装，试用了还不错～
用了以后脸上一整天都是带水光的，很好
初次评价:03.08更棒！收货当天追加：美美哒，颜
好用
因为代言人杨洋直接选择了娇兰，给妈妈的礼物，包装很漂亮，妈妈很喜欢～
复原蜜好好用，活动价入手很划算
香味挺浓，昨天用了下，感觉挺好，搭配送的小样效果更佳
好用，矫兰的粉底液，眼霜，水，面霜精华，都很好用。一如既往的支持加油💪。
第一次购买娇兰，期待效果，一直都用sk2希望效果更好
赠品很多，柔肤水味道香香的，吸收很快。精华还没用，用后再评价。爱上了赠送的柔肤水，想买
一直在用的娇兰，值得拥有
女神节的赠礼还是挺多的
刚刚收到货，小样还挺多，同事介绍的，效果等用完分享啊！
礼盒很精致，还没有用。用了再来评
买了第二瓶了！特别好用！并且成功安利了我的同事们
划算 小样很多
从娇兰的风开始刮，就入手复原蜜和双管精华，本人混合偏干，除了鼻子，其他部位都很干，已经空瓶两次啦～整个冬天谁见到我都说皮肤很细腻，很有光泽，主要是一个冬天坐标山东，室内暖气27-28度，从没觉得脸上干！上妆一直很服帖～软软滑滑的、超爱！！本人是搭配天气丹水乳和法尔曼24小时保湿面霜用的，干皮真爱！！！
包装精美，赠品多多，还没用，相信效果会好。
挺好用的，现在才开始用，春天用这个是还行的，不油
赠品小样蛮多，包装也很棒，愉快的购物！
回购的第二瓶，这次干脆买了大瓶，真的好用，油皮，敏感肌都没问题，不会闷痘，还有修复效果，稳定皮肤～喜欢的不行～还可以调进粉底，帮助粉底服帖，真爱无疑了
收到 好开心 混油皮最爱
包装很好看送的小样很多哈哈哈哈哈
喜欢 送的东西很多 还会回购的
非常好，包装很精致
女神节买的，很合算，送了一堆的试用
送给老妈的礼物，收到礼物很开心！
希望效果棒棒哒
反正比起去专柜我还是比较喜欢官网旗舰店，态度好有时候送的东西也多。
干皮表示非常满意
送给妈妈的，她还没用呢
买了好几次了，喜欢没理由!
味道很好闻，喜欢
物流很快，包装很好。盒子很精致，香味浓郁。
太棒了。送了好多小样
第三次回购~
还不错吧，用用再来
娇兰一直很棒
收到了，快递速度很快，包装完好，原蜜的试用装很脏，不知道这几个小试用装经历了些什么
活动送的多就买啦
棒棒 超吸收
非常好用
赠品好多，喜欢
回购的，喜欢。
一直在用，很喜欢
用起来便厚重了些，而且还偏干了。如果能清爽一点会更好。
很mini一支 希望好用 因为本仙女很懒，不想每一件商品都一样一样的去写好评，所以特意写了这样一个评论。因为东西还没有使用，好坏我也不太清楚，所以没办法给出参考价值的评论。最后当然不可能忘了给这件商品一个好评，给各位爱淘宝的宝宝们一个购物参考，这个产品还是非常值得购买的！祝看到这条评论的各位小仙女永远年轻漂亮美丽大方，买到自己心仪的商品！
这包装也太好看了吧！！！！第三次回购，我老公最爱你家复原蜜了。
看见小红书很多小姐姐推荐 说对红血丝有一定的修复作用 所以抱着试试的态度买了一瓶 送了很多赠品 具体有没有效果用后来评价。
非常喜欢
很棒，物流也很快，包装非常好。
超级滋润，感觉脸活过来啦，心目中复原蜜=红腰子>小黑瓶，30ml双十一抢购送的比较多，早晚每次4-5滴，快用完了，直接再买个50ml，这次送的小样比较少
7号补尾款，今天就收到顺丰送来的快递了。疯狂安利的，干皮决定买来试试，正好赶上活动，赠品也是很强大了，这波不亏！
刚收到就迫不及待的打开了，一看这包装就让人喜欢，还有送了赠品，就是不知道用了会不会过敏，我用的CPB过敏了，才买的娇兰，一开始就是CPB和娇兰选一套结果过敏了，试试娇兰吧，相信娇兰这个牌子，用的好还会在来的，用的缺啥了在补，都换成娇兰的😜
保湿效果挺明显，擦完后皮肤很亮，有光泽，抗皱效果不知道，得持续使用吧。颜值没得说。
试用了小样回购的很好用，用了过后皮肤很水润比娇韵诗的双瓶精华好用，会考虑用你家的其他产品，如果赠品在多点会更好。客服态度很好一开始还以为送的赠品少了，客服是不厌其烦的说明，这点很好👍有活动再来。
还没开始用，之前怀孕用的黄金双瓶还没用完呢，先种草了再说！
刚收到货还没用，可是这包装太有诚意了，还送了这么多赠品。好感油然而生啊。
还没开始用，希望适合我
皮肤特别干，之前一直用雅思兰黛但保湿效果对我来说娇兰更滋润些。
干皮最爱
干敏皮有点过敏了，这个香精太多了，跟香水一样了。但是确实脸会变的粘粘的软软的！就是对敏感皮肤不太友好。
给我的女神买的，我一个钢铁直男并不懂有没有效果，我只知道她真美。
过来三十就不得不花这个钱让自己安心了。 希望好用。赠品不少，盒子好看。
红红火火过大年😄
很喜庆的包装 还送了很多礼物 感觉自己赚到了 第一次用娇兰的产品 期待效果 也不敢有太多的期待 反正这些化妆品就是用了老样子 不用样子老 不用期待那么多 免得各种失望各种怀疑 再说一下这个快递真的很给力 快过年了 依然这么快送达 真心感谢快递公司 辛苦了
还没用期待效果
新年版包装真的漂亮
这款娇兰复原蜜超级好用，之前在北方用，皮肤很润，保湿不错，吸收很快，这次双十一果断下手了，买了30ml又送了小样，和水，相当于多送了15ml，比平时购买划算多了。这款在用时间用精华和爽肤水之前，修复皮肤，任何时候都可用，保护皮肤，无限回购，真的好用的没话说。任何肤质都可以用。希望店铺多搞一些活动！2018.
真的很好用！又回购了一瓶！
一直用小灯泡了，最近看见这款很火，买个试试，还没使用，期待效果……
12号凌晨拍的，13号中午就收到货了，卖家发货速度快，物流也快，包装精致，不愧是大牌，第一次用娇兰复原蜜，味道清香，质地温和，很容易推开，比想象中要好！不油腻，就是有点小贵！下次会继续关注的！2018.12.13化妆品净含量：30ml
赠品还可以，很快就用完了，就几天看不出很明显的效果，用完了再来追加效果吧
已经变成冬天必须品了。
初次评价:2018.11.25油性的，适合大干皮 有金珠珠 感觉很补水 早上涂着一天都不干 关键是双十一赠品好多 哈哈哈收货当天追加：
非常好的一款化妆品，包装很好，很好用，小样也很精致，双十一买的很划算，会回购的一款产品，非常好用，已经是第二次购买了，用复原蜜就爱上娇兰单品，水也很好好用，已经是多次购买了，2018.
包装很美，还没用
这套特别划算，送的小样差不多这个系列都包含了。每款都可以试用下来。复原蜜是水状的。涂抹开就变得油润了。但是不油腻一年四季都ok
。娇兰产品真的好，润度高，实用性强👍不错哟，化妆品净含量：30ml
。双十一当天直接抢的，很划算化妆品净含量：30ml
包装很nice 送的赠品也多 很实惠2018.
很滋润，刚用几次，还是希望效果像广告说的一样。
太油了，夏天不适合。 毛笔在开笔之后无论如何不要再戴笔帽，防止捂烂笔毛，对笔毛和笔斗属于致命的伤害，长时间不用建议放樟脑丸和干燥剂防虫防蛀。凡是油漆杆保存不能与橡皮和塑料制品放在一起，油漆与塑料、橡皮同属有机化合物，会发生相似相溶反应。
。好用，喜欢化妆品净含量：30ml
质地滋润不油腻。用在脸上很舒服。能够很好的柔润皮肤。味道淡雅复古，是我喜欢的那种。双十一买下来比海淘还合适。以后自己要多多赚钱，做一个娇兰女孩。2018.
"之前一直没有认真评论过，都不知道浪费了多少积分，这个福利真不错， 现在每次认真写满一百多字， 在网上买了十年东西了，基本_上都挺满意，次买的也一样, 又便宜又好吃, 物美价廉，超实惠， 包装也很好，以后还会继续买买买，买的放心, 用的舒心!网上买东西既方便，又简单，而且好操作，省心~省力~省钱一如既往的好,多次购买了,贝到货了,货已经收到,满满的爱,宝贝很满意一直用这个,还会在买!用着不错对产品相当满意挺好的很不错,是正品。一如既往的好,多次购买了,这次送了好多实用的小礼物,用完会再来的。2018."
第一次购买娇兰的产品，同事一直用推荐娇兰的护肤品和彩妆，这次双十一活动力度很大，终于拔草了明星产品帝皇复原蜜，不仅有满减优惠券，还能用天猫津贴和红包，还送了很多小样，客服的态度也很好，回复很快，我非常满意。2018.
初次评价:03.18很油腻，而且对干皮也没什么神奇效果，为什么都说娇兰这好那好？？到底哪里好？油腻腻呼在脸上，虽然比专柜来说是多了很多赠品但是
连续用了几天才来评价，修复一级棒，早上起来皮肤状态变的特好，紧致光滑，本人觉得不油，对干皮来说特别滋润，不愧是娇兰，大爱，而且双十一特别优惠，送了好多小样，以后肯定会无限回购2018.
双十一价格太划算，下次有这样的活动还会回购，已经用过了是正品，摸上后的效果也不错，适合干混合皮，上妆也会服帖很多，还有小样赠送，包装也好看，送人很合适。总之就是各种满意，好评！！2018.
"。东西和描述基本一致，发货速度很快，包装很严实，快递服务也很好. 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物化妆品净含量：30ml"
双十一购买，比平时实惠，用了天猫购物津贴就是划算，送了很多小样，非常喜欢。2018.
开心，赠品真的很多，活动很划算，复原蜜全是很清爽的油了，很好吸收，用完脸很软很嫩！2018.
"。包装很好看用着很喜欢 皮肤变好了水水的与卖家描述的完全一致,非常满意,真的很喜欢,完全超出期望值,发货速度非常快,包装非常仔细、严实,物流公司服务态度很好,运送速度很快,很满意的一次化妆品净含量：30ml"
购买产品前好几天就注册会员了，买完了不承认了，不给积分，客服让我自己解决，给了一个电话还有微信号，真是店大欺客啊。虽然只是积分但是我也要维权的。
双十一预售真的很划算。赠品多相当于买一送一。发货速度神速。囤货囤货，正品无疑。希望以后多多赠品。喜欢喜欢喜欢。😍😍😍😍😍😍😍😍😍😍2018.11.19化妆品净含量：30ml
很高端的味道 第一次擦了半管油的我很难受 仔细看看说明说一次三滴就够了，用完了脸上嫩嫩的 不知道是不是太贵了的心理作用哈哈哈哈
赠品超多好划算，之前用完了一瓶，双十一看到活动果断再买啊，包装也一如既往的好2018.11.21化妆品净含量：30ml
用了几天 效果很不错 干皮用不觉得油也不觉得黏 用完皮肤还是比较软 第二天早上用上妆也比较服帖 送的小样也很多 总之很划算 下次有活动可以囤2018.
很好用，一点都不油，赠了好多东西，希望娇兰越做越好！2018.
没用过，不知道怎么样，但包装非常精致，送的小样也不错，相信旗舰店是正品2018.
发货好快呀，我双十一当天很晚才买的呀，本来收到50券就想好要买的，想着和其他的一起凑单买，这次送的东西很好，太赞啦！复原蜜真的好好用，干皮必入！香味我也挺喜欢的，虽然是油但是一点不油腻呀，滑滑的好润好舒服，保湿修复效果超棒的。2018.
双十一的活动实在是太划算了，娇兰的东西也非常好用，尤其是现在这个天气，用起来很滋润，不知道夏天用会不会油，送的小样也是非常划算的，还可以试用娇兰不同的产品，面霜很好吸收不油腻，香水也非常好闻，只是送的水的瓶子不知道是不是有问题，开口这么大？还是只有我收到的有问题？2018.
双十一必囤！！！ 看到这么多东西 赠品好多呀 比代购划算多了 超欢喜～ 之前皮肤不稳定 总冒痘 用了娇兰就好了 皮肤也稳定了 闭口痘痘都没了，哈哈哈哈 很滋养 正好囤了整个冬天用 ！ 还会回购的！2018.
包装非常高大上，送了很多赠品，太划算了，爱娇兰。2018.
很实惠！真的是太划算了！用了皮肤也超级紧实2018.
每年的秋冬季节必备单品就是复原蜜了，复原蜜的质地很舒服，滋润不油腻，非常好用，是大干皮的救星呢……2018.
双十一买实惠多！有赠品！2018.
包装漂亮，送了好多赠品，因为杨洋才用的娇兰，之前买的爽肤水和口红都特别喜欢，相信这次的也不会让我失望，过段时间再来追评。2018.
收到快递真的很惊喜 包装太高级了 很满意 送的东西一个不少 总之5星好评2018.11.19化妆品净含量：30ml
包装很好，买了15ml体验装 ，这次回购的，双11活动力度挺大的，还参加津贴，比找代购差不多了，还送了那么多小样，2018.
本干皮觉得还蛮好吸收的 双十一赠品很多 小样瓶真的满分可爱啦！2018.12.05化妆品净含量：30ml
送了同系列的水和霜小样，一起用就是一个 润 字，一天下来脸也不干，润得我这个大干皮想立马试试擦粉底液。不过味道有点重，一整天都闻着自己脸上的香味。瓶子是玻璃的，可能不好带出门
太优惠了，比日上都合适，尤其是赠品超多。日上的赠品非常少，还是这里买合适2018.
因为代言人杨洋开始爱上法国娇兰，真是买买买不停，复原蜜吸收非常快，已屯货好几瓶！这款套装真的非常划算了。2018.12.16化妆品净含量：30ml
30ml虽然很小，但是好可爱，漂亮，赠品小样很多还是很让人惊喜的，以后出差有用的了，先试试水，好用再买大的，盒子美美哒，高级2018.
到货后用了将近一个月才过来评价。说实话，我真的超爱娇兰这款产品，用了之后脸蛋的皮肤非常滑嫩，很有效果。而且我非常喜欢这款产品的香味，闻着就有一一种奢华感。包装非常精美，这个礼盒我非常喜欢，还送了很多小样，都很不错，还有那瓶水，哇，真的，简直了。好评，强烈推荐。2018.12.09化妆品净含量：30ml
双十一抢到店铺券了，加上天猫券好合算啊！昨天拍今天到，太给力啦2018.
北方的冬天很需要了，油皮也可以用，赠品多，优惠2018.
很划算，送的蛮多小样的2018.11.19化妆品净含量：30ml
因为代言人杨洋开始爱上法国娇兰，真是买买买不停，复原蜜吸收非常快，使用后没有油腻感，已经用了好几瓶了，现在又开始囤货！这款套装真的非常划算了。赠品中的双效精华也是非常好用！2018.12.16化妆品净含量：30ml
真的太棒惹 礼品送了一堆 好喜欢啊 惦记好久了 双十一终于入手 赞赞赞！！！2018.
精华非常好用，熬夜第二天起来气色还是很好，太高兴！2018.11.17化妆品净含量：30ml
宝贝第三天就收到了，物流非常快！包装精美，礼品多多2018.
发货很快哦，满意！双十一的赠送礼物也是很值得了！同事说很保湿，我这个大干皮是很适合的2018.
很好很划算2018.
赠品好多呀，赶上双十一超级合适2018.
快递发货很快让我很惊讶，而且包装很高大上，感觉像个礼物一样，很让我惊喜，非常喜欢2018.
包装很精致，满满的高级感，送的东西也很多，试用了一下，淡淡的香味，用起来也很滋润，看来要种草了2018.
包装盒很漂亮，期待使用…2018.
为了支持代言人杨洋买了娇兰，以后还会继续支持的！2018.
大爱娇兰，希望以后多一点优惠2018.
哇这个套装真的划算！双十一下的最后一单～而且顺丰发货速度超快！630多买了45Ml复原蜜～还送了乳液和保湿水，美滋滋！收到大礼包的感觉！因为复原蜜很适合干皮，之前就想尝试的，而且娇兰万年不打折，这波送送送真的划算哭！等用了之后再来追评吧hhh2018.
。真的特别好，到家的第一天就用了一袋小样，结果晚上洗脸的时候男朋友说我今天一天皮肤特别好，特别白，我自己感觉也很好，照镜子觉得自己气色特别好而且皮肤嫩嫩的，很不错，贵是有贵的道理的。化妆品净含量：30ml
双十一0点的活动比预售合适多了，刚收到试了，秒吸收，后续的在感受感受2018.
很精致，最近一直在用，日久见人心……2018.
可以说是非常好的了，从小样开始用，感觉非常好，就入手了，不油腻，易推开，味道也是淡淡的，非常棒了2018.
想试试一套好点的护肤品，快递送过来拆开，包装的好细致，很用心，很喜欢，期待效果。2018.
喜欢 香香的味道好闻 试了一下很滋润2018.
冲着赠品买的，感觉还不错。13号收到，顺丰，超级给力，双十一第一个收到的快递2018.
包装好好，赠品多多！2018.
使用感很好，也没有让人香得受不了。2018.
"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物！已经让朋友在国外买了客装。但是真心贵亲！所以这次果断入了院装、超级无敌合适！怎么用都不会心疼了。哈哈哈哈！店主也是非常好的。我真心觉得这款面膜用着会有幸福的感觉。院装真的合适比买贴片好多了！用着也舒服。希望小伙伴们都能入手！2018."
一直回购娇兰复原蜜，很好用2018.
确实好用，不是很油，非常好吸收，保湿滋润一级棒，也同时配合同款精华2018.11.17化妆品净含量：30ml
超开心。终于到了。哈哈哈哈。客服人超级好2018.
一直回购的复原蜜很好用也2018.
超级喜欢！一套用起来感觉很好！这次活动也很划算！2018.
使用过一次，用起来不油一会就吸收了，用完后皮肤很软，包装瓶子都很精致。送的小样也超级多了。以后会继续关注其他产品。2018.
第一次用娇兰的。感觉不错。我个人觉得比娇韵诗的好用 不油2018.
一如既往的好，应该多囤两套的。2018.
双十一买超级合算，有种拆礼物的感觉，很香2018.
不错，娇兰的东西都还蛮好用的2018.
双十一最赞的还是赠品2018.
颜值太高了！喜欢喜欢超级喜欢2018.11.21化妆品净含量：30ml
以为比较粘稠，是水状的，很好吸收2018.
好喜欢！萌萌哒可爱2018.
娇兰的东西还是很值得信任，包装超好看，送的小样先打开了，这一波双十一可以，物流给力，3天就到了2018.
超好用，皮肤软软滑滑的，妆前用很贴妆呀。2018.
第一次买这个，网红产品，当然要试一试，期待效果！双十一有不少赠品，赞赞！2018.
收到宝贝的时候超级惊喜，双十一下订单后马上就发货了，收货也很快，重点是赠品超级多了，马上和法国的价格对比了一下，我们双十一还是有一定优势的，很赞👍满意2018.
很快就到了，开心！2018.
哎呀 我觉得好好用呀. 我感觉这个配双效有消痘的功效 很好很好 入双效正装2018.
被感动到，这么多赠品～ 双十一最期待也是最开始的货品啦2018.
双十一下单，13号收到，顺丰给力。 打开就像礼物🎁一样，漂亮的外盒。承诺的赠品都有，效果用一段时间看看，好的话会回购。2018.
希望效果不错2018.
双十一买真的太划算了，赠品多多，还有折扣。使用感受很高级，坚持使用，感觉皮肤有改善。不会立竿见影，但坚持用就会有变化。喜欢。有种高级感。2018.11.19化妆品净含量：30ml
东西送过来拆了塑封，看了一眼液体觉得和我代购买的颜色不对，我就重新放回去了，卖家说不允许退，因为哟拆封了，七天无理由是不拆封的情况下。请问我不拆怎么知道东西是不是我要的，拆了又以破坏包装不允许我退，我没事买了又退？无聊？幸好只买了30ml就是怕淘宝东西不正，拆开和我代购的颜色清了好多，找客服协商退货，各种为难，不拆看不见东西，拆了不给退，向客服反应问题后来又要求我去检测出示检测证书才给退，就为了680块钱东西我还去检测，我闲的有空？你们商家是不是一直都这样强制客户买东西的？各位小伙伴擦眼睛看清楚，如果水军过来喷粪，反弹顺便问候你一户口本，网购这么多年，也是，不是可以看我的好评率？随便看，看我的是不是所谓同行或者恶意差评
开心开心❤2018.
第一次天猫上买娇兰物有所值，后悔买少了，娇兰适合我的皮肤用后细腻润润的，下次双十一希望仍然有这样的优惠力度一定多囤一些2018.11.21化妆品净含量：30ml
双十一很划算，送下来相当于50毫升的量2018.
大瓶还没拆，因为之前的还没用完，看了赠品好多好精致，谢谢啦～2018.
双11购入 送了很多东西 好划算~~~~囤货~2018.
便宜！划算！使用效果还不错2018.
还可以2018.
女朋友说很香很好用2018.
。买回去一直没有用，等到九月份的时候才用，吸收很快，一定要配合按摩，促进吸收，每天早晚都用，晚上会用的量大一些，配合手法多按摩一会儿，能明显看到，皮肤变得细腻，以前在姨妈快来得时候会起痘，但用了这个后来姨妈居然没有起痘，意外的惊喜，差不多快要2个月才用完，总之，很喜欢了化妆品净含量：30ml
到货快，且非常实惠2018.11.17化妆品净含量：30ml
有用2018.11.19化妆品净含量：30ml
完美！2018.
。感受超级棒，加下护肤霜里，皮肤滋润了很多化妆品净含量：30ml
包装很精致 赠品缩小版的样子很可爱 个人觉得还不错2018.11.17化妆品净含量：30ml
为代言人买的，这次活动力度挺大的，物流很快，送了很多小样，混油皮用着也很好吸收，值得购买。2018.
送给姐姐的生日礼物，好东西就要一起分享2018.12.16化妆品净含量：30ml
期待2018.11.25化妆品净含量：30ml
娇兰就是娇兰！无论包装还是物流都没话说！无限回购！2018.
复原蜜确实好用，会回购。双十一买太太太太划算2018.
这个复原蜜用着很滋润 北方冬天用这个脸不干2018.11.17化妆品净含量：30ml
送了好多小样 好开心啊 这款产品用了一段时间了 趁双十一的活动再屯。女人永远不会嫌护肤品多 哈哈哈2018.
目前用的挺舒服的，香味也很喜欢，希望补水效果好。2018.
非常好，送了很多小样，划算2018.
双11活动很合适，比代购价格都好，期待效果2018.
30ml，挺小的一瓶。现在用了几天暂时没有特别明显的变化。希望一瓶用完之后能看到效果。
我只想说好漂亮，好美丽，好好好。晚上用了，使用感不错，稍微油，但是按摩一下就吸收，脸上很舒服2018.
敲好用啊。皮肤软软的。很划算2018.11.24化妆品净含量：30ml
很好闻的，应该是正品，满意2018.
正品还没有用，用了送的小样日霜和香水挺好的，留香时间也长，希望正品更好用吧2018.
很滋润，吸收还可以。适合冬天使用。2018.
好好好，还是双十一划算2018.
比平时便宜，挺好用的2018.
使用感好，味道也挺好的，赠品多，期待效果2018.
很好 双十一很划算2018.
用了之后 感觉有一定修复效果 还可以2018.
nice，老妈媳妇儿都说好2018.
包装很漂亮！马上使用起来哦！回头来追评2018.
看起来很好，第一次买娇兰，之前用的是雅诗跟兰蔻 ……都在用，唯独没用过娇兰！看双十一买比较划算，所以买了先囤着，用的好，下次面霜也用这牌子。2018.
用了第一天…先用的试用装…感觉还不错…等过段时间再看看…
双十一买的，14号就到货了，快递给力，送的赠品还蛮多的，先试一下好不好用，好用再评价2018.
滋润度不错，混干夜间使用，吸收不错2018.
朋友推荐，挺好用滋润2018.
囤货中，对干皮很友好2018.
宝贝收到了，包装很用心，还没用呢，等用了以后再来评价一下！！！2018.
味道喜欢 效果等着看咯2018.
被圈粉了，真心好用，而且味道很喜欢。2018.
朋友推荐的，第一次用，朋友说很保湿，希望能好用2018.
用了也没有很油，刚刚好。这几天感觉皮肤很润2018.
很好 妈妈特别喜欢 值得购买 会回购的2018.11.24化妆品净含量：30ml
很好，喜欢2018.
卖家发货很快快递也很给力，好评。第一次用娇兰的，不知道效果如何，希望能改善一下我这个大干皮2018.11.17化妆品净含量：30ml
"。质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物化妆品净含量：30ml"
非常完美了！！！无限回购！娇兰的帝皇蜂姿系列没有雷区，都好用！等我一个一个来带你们回家🥳🥳🥳2018.
。还挺好用的 用完第二天脸上亮亮的 吸收也不错化妆品净含量：30ml
双十一期间，虽然千回百转，终于到啦，包装完好，比较细致，目前还没用，期待效果中，快递辛苦，大清早就派件，同时也谢谢店家送的精美东东，用后反馈效果！2018.
双十一的送货速度很快，没用过这次特意买来用用，气味很喜欢2018.
东西一如既往 赠品数量没有问题 挺多的2018.
到货挺快的，东西都抢到了，很开心，闻起来很香，还没用2018.
好评2018.
包的和礼物一样，收到很开心2018.
包装相当的精美，发货速度简直快得不得了。小样赠了超多，复原蜜之前没用过，是朋友推荐的，看起来很滋润。好评！回头再补使用评价吧。之后追加吧。2018.
包装很不错，用后再评价2018.
挺好的一直用。应该是正品。2018.
双十一拍的家里还有用的，价格便宜赠品也多。2018.
感觉还是雪花秀好用，法国的牌子太香了2018.
正在使用，期待效果。2018.
